"câu hỏi	",câu trả lời
Đề xuất việc giảng viên có lịch đột xuất phải nghỉ và dạy,"Nếu giảng viên nghỉ do lịch đột xuất, giảng viên sẽ dạy bù cho sinh viên theo lịch phù hợp."
